apn,number_of_buildings,view_code,parcel_level_latitude,parcel_level_longitude,situs_house_number,situs_house_number_suffix,situs_direction,situs_street_name,situs_mode,situs_unit_number,situs_city,situs_state,situs_zip_code,situs_county,assessed_land_value,land_square_footage,year_built,effective_year_built,bedrooms_all_buildings,total_rooms_all_buildings,total_bath_rooms_calculated_all_buildings,total_baths_primary_building,full_baths_all_buildings,half_baths_all_buildings,pool_indicator,pool_code,stories_number,universal_building_square_feet,building_square_feet,living_square_feet_all_buildings,ground_floor_square_feet,basement_square_feet,garage_parking_square_feet,avm_value_amount
168741260000,1,,34.074566,-117.145139,1625,,,VALLEY FALLS,AVE,,REDLANDS,CA,923742777,SAN BERNARDINO,156953,7573,2001,2001,4,7,3,3,3,,,,2,2727,3296,2786,1421,,569,589200
300081060000,1,,34.023659,-117.125089,31040,,E,SUNSET,DR,,REDLANDS,CA,923737453,SAN BERNARDINO,158526,78408,1990,1990,4,10,3,2,3,,Y,1,1,2164,2718,2164,2164,,554,612800
300371180000,1,,34.020457,-117.132837,30802,,,MIRADERO,DR,,REDLANDS,CA,923737470,SAN BERNARDINO,20224,21594,1964,1964,4,8,3,3,2,1,Y,1,1,2273,2845,2273,2273,,572,707600
293141350000,1,VFA,34.041878,-117.212068,11681,,,SAN TIMOTEO CANYON,RD,,REDLANDS,CA,923737804,SAN BERNARDINO,148441,44000,1981,1980,4,9,3,3,3,,,,2,2841,3929,2841,2204,340,748,824200
176201030000,1,VGO,34.021555,-117.142732,1902,,,VERDE VISTA,DR,,REDLANDS,CA,923737322,SAN BERNARDINO,401841,28476,1955,1994,4,10,4,4,4,,Y,1,1,5102,5824,4727,4727,,682,2052600
300511110000,1,VFA,34.018048,-117.134842,30707,,E,SUNSET,DR,,REDLANDS,CA,923737350,SAN BERNARDINO,234090,20473,1988,1988,5,11,4,4,4,,,,2,4311,5055,4311,2370,,744,1113800
1212131690000,1,,34.078543,-117.169928,950,,,DOYLE,AVE,,REDLANDS,CA,923742562,SAN BERNARDINO,93523,8874,1979,1979,3,6,2,2,2,,,,1,1120,1592,1120,1120,,472,377200
294201210000,1,VFA,34.01311,-117.173816,950,,,CREEKSIDE,DR,,REDLANDS,CA,923736971,SAN BERNARDINO,240510,64033,2002,2002,4,12,3,3,3,,Y,00S,2,4253,4979,4253,2772,,726,1117600
175441050000,1,VFA,34.033084,-117.19759,1526,,,CASCANTE,CT,,REDLANDS,CA,923735626,SAN BERNARDINO,281628,20754,2005,2006,5,12,6,5.5,5,1,Y,00S,2,6280,7028,6280,3476,,748,
173111120000,2,,34.051732,-117.169232,701,,E,CYPRESS,AVE,,REDLANDS,CA,923745332,SAN BERNARDINO,123600,8400,1948,1948,3,10,1,1,1,,,,1,1102,1368,1849,1102,,266,491200
169041140000,1,,34.06546,-117.188247,1001,,,COLUMBIA,ST,,REDLANDS,CA,923743113,SAN BERNARDINO,84897,6400,1985,1986,3,6,2,2,2,,,,1,1132,1612,1132,1132,,480,307100
170032070000,1,,34.064879,-117.168369,1020,,,CAMPUS,AVE,,REDLANDS,CA,923743617,SAN BERNARDINO,56039,8850,1929,1930,3,8,2,2,2,,Y,S00,1,2247,2247,2247,1475,,324,523400
167361020000,1,,34.078798,-117.181656,1629,,,ALTA,ST,,REDLANDS,CA,923742327,SAN BERNARDINO,44695,6800,1964,1964,3,5,2,2,2,,,,1,1338,1338,1338,1338,,631,324700
174551390000,1,,34.052927,-117.145239,139,,,VELWOOD,DR,,REDLANDS,CA,923745524,SAN BERNARDINO,132154,8500,1986,1986,4,8,3,3,3,,,,2,2182,2806,2182,1224,,624,590900
167363450000,1,,34.077837,-117.178772,310,,,DOYLE,AVE,,REDLANDS,CA,923742335,SAN BERNARDINO,97798,7072,1961,1961,3,5,2,2,2,,,,1,1112,1532,1112,1112,,420,352200
167743390000,1,,34.082604,-117.183252,140,,W,PIONEER,AVE,39,REDLANDS,CA,923741611,SAN BERNARDINO,87405,4368,1990,1990,2,5,2,2,2,,,,1,1272,1672,1272,1272,,400,288400
167911300000,1,,34.083839,-117.186563,1965,,,COLORADO,ST,,REDLANDS,CA,923741657,SAN BERNARDINO,94200,7498,2008,2008,5,12,4,4,4,,,,2,3315,3775,3315,1628,,460,576100
167362030000,1,,34.07894,-117.178592,321,,,DOYLE,AVE,,REDLANDS,CA,923742334,SAN BERNARDINO,67585,6500,1961,1961,3,5,2,2,2,,,,1,1112,1532,1112,1112,,420,315800
174521130000,1,,34.037441,-117.143708,744,,,BUCKINGHAM,DR,,REDLANDS,CA,923746421,SAN BERNARDINO,128694,21000,1989,1989,4,11,3,3,3,,,,2,3010,3753,3010,1726,,743,896100
167891210000,1,,34.085066,-117.185856,2040,,,COLORADO,ST,,REDLANDS,CA,923741649,SAN BERNARDINO,140454,7787,2008,2008,5,10,3,3,3,,,,2,2838,3488,2838,1450,,650,547300
292511720000,1,,34.051014,-117.211368,73,,,SUNFLOWER,ST,,REDLANDS,CA,923734211,SAN BERNARDINO,86137,3074,2005,2005,3,7,3,2.5,2,1,,,2,1980,2433,1980,864,,453,443400
301141130000,1,,34.020689,-117.107663,12830,,,17TH,ST,,REDLANDS,CA,923737540,SAN BERNARDINO,29274,12410,1954,1954,2,6,2,2,2,,,,1,1707,2067,1707,1577,,360,397100
1212451580000,1,,34.078815,-117.156775,1680,,,CAMDEN,CT,,REDLANDS,CA,923744754,SAN BERNARDINO,182974,7700,2017,2017,4,9,4,3.5,3,1,Y,00S,2,3091,3884,3095,1613,,,649300
168901360000,1,,34.076121,-117.151575,1462,,,KRISTION,CT,,REDLANDS,CA,923745712,SAN BERNARDINO,163200,8008,2018,2018,4,8,3,3,3,,,,1,2396,2833,2396,2396,,,550000
300403270000,1,VFA,34.021345,-117.136517,30606,,,MIRASOL,DR,,REDLANDS,CA,923737461,SAN BERNARDINO,107988,20800,1983,1983,5,12,4,3.5,3,1,Y,00S,2,3780,4468,3780,2845,,688,859500
176221030000,1,VFA,34.03307,-117.149682,1510,,,MARGARITA,DR,,REDLANDS,CA,923736414,SAN BERNARDINO,210119,72309,1962,1962,3,7,2,2,2,,Y,00S,1,2642,3083,2642,2011,,441,856600
299341690000,1,,34.058931,-117.135529,10742,,,INDEPENDENCE,CT,,REDLANDS,CA,923747639,SAN BERNARDINO,46414,11326,1987,1987,4,7,3,2.5,2,1,Y,00S,2,2074,2602,2074,997,,528,473400
173382470000,1,,34.047944,-117.161216,1010,,,CIMARRON,CT,,REDLANDS,CA,923746310,SAN BERNARDINO,127237,10126,1979,1979,4,7,2,2,2,,Y,,1,1724,2195,1724,1724,,471,597400
174021090000,1,,34.036196,-117.175667,501,,W,CRESCENT,AVE,,REDLANDS,CA,923736747,SAN BERNARDINO,135400,12800,1951,1951,7,6,2,1.5,2,1,,,1,1851,2291,1851,1473,,440,502100
173396090000,1,,34.052844,-117.165828,1078,,,ARDMORE,CIR,,REDLANDS,CA,923746263,SAN BERNARDINO,32135,3850,1979,1979,3,5,2,2,2,,,,1,1421,1841,1421,1421,,420,392300
173231160000,1,,34.040878,-117.175255,210,,,WALNUT,AVE,,REDLANDS,CA,923736783,SAN BERNARDINO,107671,12100,1968,1968,4,9,2,2,2,,,,1,1819,2294,1819,1579,,475,646800
172032020000,1,,34.049571,-117.192816,31,,,ROMA,ST,,REDLANDS,CA,923735074,SAN BERNARDINO,11466,9447,1955,1955,3,5,2,2,2,,,,1,1166,1546,1166,1166,,380,403400
167801120000,1,,34.076058,-117.187505,1552,,,COLUMBIA,ST,,REDLANDS,CA,923742265,SAN BERNARDINO,105060,7620,1982,1982,4,6,2,2,2,1,,,1,1320,1824,1320,1320,,504,382000
170391080000,1,,34.057336,-117.152622,212,,,RYAN,ST,,REDLANDS,CA,923744116,SAN BERNARDINO,42530,7650,1963,1964,4,6,2,2,2,,Y,00S,1,1338,1832,1338,1338,,494,350700
175202260000,1,,34.033346,-117.17488,1345,,S,CENTER,ST,,REDLANDS,CA,923737004,SAN BERNARDINO,227850,100188,1950,1950,3,6,4,3.5,3,1,Y,1,1,4346,4852,4346,3999,,506,1139100
300403050000,1,VFA,34.022009,-117.135974,30639,,,PALO ALTO,DR,,REDLANDS,CA,923737644,SAN BERNARDINO,175950,21000,1979,1979,4,10,3,3,3,,Y,00S,1,2544,3072,2544,2016,,528,695400
1212081130000,1,,34.080219,-117.167301,1052,,,OCCIDENTAL,CIR,,REDLANDS,CA,923742685,SAN BERNARDINO,67255,1512,1984,1984,3,6,2,2,2,,,,1,1512,1982,1512,1512,,470,278700
173471020000,1,,34.048123,-117.164227,821,,,BERMUDA,DR,,REDLANDS,CA,923746218,SAN BERNARDINO,98637,9184,1977,1977,4,6,2,2,2,,,,1,1561,2021,1561,1561,,460,473200
175052010000,1,,34.036126,-117.185566,1047,,,CHESTNUT,AVE,,REDLANDS,CA,923736607,SAN BERNARDINO,79264,10800,1955,1955,4,7,2,2,2,,Y,,1,1604,1604,1604,1118,,360,464200
167121020000,1,,34.077589,-117.186468,1608,,,WEBSTER,ST,,REDLANDS,CA,923742110,SAN BERNARDINO,110000,5000,1990,1990,3,5,2,2,2,,,,1,1332,1332,1332,1332,,400,274600
175351180000,1,,34.033734,-117.178745,1313,,,PACIFIC,ST,,REDLANDS,CA,923736921,SAN BERNARDINO,148834,4300,1963,1965,4,7,3,2.5,2,1,,,1,2121,2121,2121,1615,,441,639800
168262570000,1,,34.067673,-117.149634,1528,,,PADUA,AVE,,REDLANDS,CA,923743921,SAN BERNARDINO,91651,7000,1985,1985,4,8,3,2.5,2,1,,,2,1661,2141,1672,879,,480,403200
175322090000,1,,34.02651,-117.175256,1552,,,CAMEO,DR,,REDLANDS,CA,923736928,SAN BERNARDINO,148357,14800,1957,1957,3,7,2,2,2,,Y,,1,1612,1612,1612,1612,,572,670200
172501270000,1,,34.037877,-117.196564,512,,,CLOVER,ST,,REDLANDS,CA,923735651,SAN BERNARDINO,128520,10070,1979,1979,3,9,2,2,2,,,,1,2056,2497,2056,2056,,441,635200
171361070000,2,,34.049478,-117.182996,321,,,ALVARADO,ST,,REDLANDS,CA,923735122,SAN BERNARDINO,130000,7000,1922,1936,3,9,2,1,2,,,,1,1080,1080,1680,1080,,,567700
299331030000,1,VFA,34.040596,-117.138336,30515,,,7TH,AVE,,REDLANDS,CA,923747620,SAN BERNARDINO,133548,60983,1981,1981,4,9,2,2,2,,,,1,2130,2570,2130,1330,440,480,790000
1212341130000,1,,34.070744,-117.169165,1311,,,KINGSWOOD,DR,,REDLANDS,CA,923742600,SAN BERNARDINO,117000,12750,1978,1979,4,8,2,2,2,,Y,00S,1,1512,2004,1512,1512,,492,390500
173023100000,1,,34.04718,-117.182059,430,,,ALVARADO,ST,,REDLANDS,CA,923735930,SAN BERNARDINO,28988,9900,1953,1953,3,5,2,1.5,1,1,,,1,1260,1260,1260,1260,,400,333600
294151450000,1,,34.004882,-117.147498,30266,,,LIVE OAK CANYON,RD,,REDLANDS,CA,923737925,SAN BERNARDINO,191017,238709,1977,1977,2,4,1,1,1,,,,1,1254,1740,1254,1254,,486,608200
174332090000,1,,34.037922,-117.160719,360,,,FRANKLIN,AVE,,REDLANDS,CA,923736875,SAN BERNARDINO,17918,16200,1963,1963,5,8,3,3,3,,Y,S00,1,2042,2462,2042,2042,,420,643300
172352060000,1,,34.039472,-117.185428,972,,,LOLITA,AVE,,REDLANDS,CA,923735879,SAN BERNARDINO,13419,8280,1956,1956,4,6,2,2,2,,,,1,1532,1931,1532,1308,,399,399100
300511160000,1,VGO,34.017614,-117.136499,30633,,E,SUNSET,DR,,REDLANDS,CA,923737368,SAN BERNARDINO,374700,20628,1989,1989,5,12,6,5.5,5,1,Y,00S,2,5808,6636,5808,3555,,828,1218400
168561380000,1,,34.068605,-117.15057,1216,,,ANTHONY,ST,,REDLANDS,CA,923743938,SAN BERNARDINO,57340,8253,1983,1983,4,7,3,2.5,2,1,,,2,1656,2136,1658,874,,480,420300
168701010000,1,,34.069872,-117.146138,1246,,,HEATH,ST,,REDLANDS,CA,923744919,SAN BERNARDINO,117794,7935,1988,1988,4,7,3,3,3,,Y,00S,1,1931,2393,1931,1155,,462,469100
292241410000,1,,34.052965,-117.207459,1510,,,ORANGE,AVE,703,REDLANDS,CA,923731225,SAN BERNARDINO,40199,1141,2011,2011,3,6,3,2.5,2,1,,,,1600,2092,1600,646,,492,378800
300061200000,1,,34.022452,-117.128368,12727,,,VALLEY VIEW,LN,,REDLANDS,CA,923737463,SAN BERNARDINO,194555,33368,1986,1986,4,7,2,2,2,,,,1,2403,3411,2345,2403,,1008,1152500
167921110000,1,,34.081454,-117.187118,445,,,DEODAR,ST,,REDLANDS,CA,923741643,SAN BERNARDINO,94199,9842,2009,2009,5,9,3,3,3,,,,2,3125,3775,3184,1438,,650,604000
167136090000,1,,34.078125,-117.174832,1619,,,KIRBY,CT,,REDLANDS,CA,923742417,SAN BERNARDINO,84068,7242,1971,1971,4,6,2,2,2,,,,1,1308,1308,1308,1308,,,373800
167261030000,1,,34.069739,-117.17853,312,,E,LUGONIA,AVE,,REDLANDS,CA,923742322,SAN BERNARDINO,93942,7791,1925,1940,2,4,1,1,1,,,,1,645,645,645,645,,180,299300
294222110000,1,VFA,34.014471,-117.167961,2024,,,RIDGEVIEW,CT,,REDLANDS,CA,923736979,SAN BERNARDINO,191109,36200,2004,2004,3,9,3,2.5,2,1,Y,,1,3466,4234,3466,3466,,768,1054700
174221140000,1,VGO,34.045704,-117.150479,1533,,,MARION,RD,,REDLANDS,CA,923746332,SAN BERNARDINO,151321,87120,1952,1960,4,7,3,3,3,,,,1,3080,3080,3080,1632,,520,926700
292481820000,1,,34.051726,-117.206801,1555,,,ORANGE,AVE,104,REDLANDS,CA,923731448,SAN BERNARDINO,87600,1550,2006,2006,2,4,3,2.5,2,1,,,2,1122,1542,1122,510,,420,306000
167284140000,1,,34.067929,-117.187129,1143,,,WEBSTER,ST,,REDLANDS,CA,92374,SAN BERNARDINO,105000,6429,2018,2019,3,6,2,2,2,,,,,1200,1600,1200,1200,,,342700
1212191420000,1,,34.073903,-117.159918,1313,,E,PENNSYLVANIA,AVE,,REDLANDS,CA,923742745,SAN BERNARDINO,43004,7400,1987,1987,4,8,3,3,3,,,,2,1932,2592,1932,1002,,660,469000
170013210000,1,,34.063164,-117.173021,805,,E,COLTON,AVE,,REDLANDS,CA,923743634,SAN BERNARDINO,10118,10620,1950,1950,3,7,2,1.5,1,1,,,1,1792,1792,1792,1595,,400,410900
294141280000,1,VGO,34.016395,-117.155205,229,,,EDGEMONT,DR,,REDLANDS,CA,923737211,SAN BERNARDINO,139553,159430,1957,1957,2,5,2,2,2,,,,1,1331,1815,1331,1331,,484,685800
174561030000,1,VFA,34.039175,-117.147616,1606,,,CRESTVIEW,RD,,REDLANDS,CA,923746460,SAN BERNARDINO,116564,18603,1985,1985,4,8,2,2,2,,Y,00S,1,2104,2910,2104,2104,,806,617600
174381070000,1,,34.049782,-117.155685,1303,,,5TH,AVE,,REDLANDS,CA,923745440,SAN BERNARDINO,105498,10810,1973,1973,3,7,2,2,2,,Y,1,1,1624,2104,1624,1624,,480,456700
169056020000,1,,34.063773,-117.18545,832,,,OHIO,ST,,REDLANDS,CA,923743142,SAN BERNARDINO,69000,7522,1914,1940,2,4,1,1,1,,,,1,808,1048,808,808,240,,274900
176072050000,1,VAV,34.026699,-117.162893,1688,,,DWIGHT,ST,,REDLANDS,CA,923737257,SAN BERNARDINO,600000,82764,1911,1995,9,16,7,7,6,1,Y,1,2,8181,9356,8181,4819,1175,1121,2154400
172071130000,1,,34.045683,-117.196355,144,,S,SAN MATEO,ST,,REDLANDS,CA,923735029,SAN BERNARDINO,78386,4500,1947,1947,2,4,1,1,1,,,,1,1014,1254,1014,780,,240,360200
176154030000,1,VGO,34.024517,-117.152695,1740,,,CANYON,RD,,REDLANDS,CA,923737202,SAN BERNARDINO,49210,65340,1924,1940,4,10,5,3,4,1,Y,1,2,3877,4993,3877,1959,716,400,1098100
170181280000,1,,34.057565,-117.173652,801,,E,CENTRAL,AVE,,REDLANDS,CA,923745320,SAN BERNARDINO,57459,8255,1940,1955,3,7,2,2,2,,,,2,1644,1644,1644,840,,252,410400
172022480000,1,,34.048125,-117.195149,30,,,DALE,LN,,REDLANDS,CA,923735072,SAN BERNARDINO,17648,10000,1954,1954,4,6,2,2,2,,,,1,1286,1546,1286,1286,,260,416800
1212072080000,1,,34.079641,-117.173389,1710,,,CHURCH,ST,,REDLANDS,CA,923742511,SAN BERNARDINO,106745,8690,1972,1971,4,6,2,2,2,,Y,00S,1,1200,1200,1200,1200,,480,369900
1212151010000,1,,34.075606,-117.172367,850,,,GAIL,AVE,,REDLANDS,CA,923742544,SAN BERNARDINO,20706,7000,1978,1978,3,6,2,2,2,,,,1,1304,1304,1304,1304,,440,356000
175413020000,1,VFA,34.031447,-117.198427,1055,,,CALLE DE LAS PALMAS,,,REDLANDS,CA,923736512,SAN BERNARDINO,232780,18630,1978,1978,5,10,4,3.5,3,1,Y,1,1,4576,6658,4576,3083,1457,625,1026600
299122050000,1,,34.052308,-117.122563,31250,,,HIGHLAND,AVE,,REDLANDS,CA,923748260,SAN BERNARDINO,372249,187744,1990,1990,5,10,5,4.5,4,1,Y,,2,5907,7559,5464,3722,,1652,1323200
174192160000,1,VAV,34.050841,-117.139382,236,,,EASTPARK,LN,,REDLANDS,CA,923745568,SAN BERNARDINO,44629,5900,1986,1986,4,8,3,2.5,2,1,,,2,1984,2444,1984,1030,,460,481800
172111090000,1,,34.047424,-117.189983,224,,,BOND,ST,,REDLANDS,CA,923735037,SAN BERNARDINO,87712,8250,1924,1930,2,5,2,1,2,,,,1,1140,1140,1140,1140,,280,400600
168071880000,1,,34.079068,-117.152116,1690,,,AMIE,CT,,REDLANDS,CA,923742711,SAN BERNARDINO,220590,14220,2018,2018,4,6,3,3,3,,,,1,2397,3049,2365,2397,,,594900
174311010000,1,,34.03595,-117.161497,125,,,ANITA,CT,,REDLANDS,CA,923737103,SAN BERNARDINO,204580,14985,1963,1963,4,10,3,2.5,2,1,Y,1,2,3034,3514,3034,1318,,480,818600
294232070000,1,VFA,34.013521,-117.164924,2147,,,HORSE TRAIL,DR,,REDLANDS,CA,923736978,SAN BERNARDINO,208009,115869,2004,2004,4,11,5,4.5,4,1,Y,00S,2,4105,4763,4105,2397,,658,1019300
169331300000,1,,34.066717,-117.192666,826,,W,BROCKTON,AVE,,REDLANDS,CA,923742902,SAN BERNARDINO,13537,6466,1956,1956,3,5,1,1,1,,,,1,987,987,987,987,,360,301500
168481190000,1,,34.069027,-117.154175,1232,,,PLACER,ST,,REDLANDS,CA,923743850,SAN BERNARDINO,70648,7452,1978,1978,3,6,2,2,2,,Y,1,1,1410,1870,1410,1410,,460,385200
167771370000,1,,34.075155,-117.18535,1532,,,OHIO,ST,,REDLANDS,CA,923742214,SAN BERNARDINO,74753,7800,1986,1986,4,8,3,3,3,,,,2,1747,2270,1747,971,,523,417800
172194040000,1,,34.044736,-117.191295,1014,,,FLETCHER,AVE,,REDLANDS,CA,923735047,SAN BERNARDINO,131800,8058,1960,1960,3,6,2,2,2,,Y,1,1,1316,1820,1316,1316,,504,435300
300511180000,1,VGO,34.017388,-117.13718,30597,,E,SUNSET,DR,,REDLANDS,CA,923737340,SAN BERNARDINO,127463,19602,1984,1984,4,10,3,2.5,2,1,Y,00S,2,3776,3776,3776,2596,,696,1038700
174401010000,1,,34.034515,-117.169741,255,,,FOUNTAIN,AVE,,REDLANDS,CA,923737025,SAN BERNARDINO,102351,14810,1980,1979,3,8,2,2,2,,,,1,2172,2172,2172,2172,,660,757300
175431120000,1,,34.031955,-117.182073,1308,,,ALESSANDRO,RD,,REDLANDS,CA,923736902,SAN BERNARDINO,63732,12000,1978,1978,4,8,2,2,2,,Y,1,1,2161,2665,2161,2161,,504,540000
173395050000,1,,34.050623,-117.167879,624,,,CORONADO,DR,,REDLANDS,CA,923746224,SAN BERNARDINO,88313,9078,1964,1964,3,6,2,3,2,,Y,00S,1,1930,2330,1930,1930,,400,470700
174581510000,1,,34.052286,-117.142711,1709,,E,HIGHLAND,AVE,,REDLANDS,CA,923745588,SAN BERNARDINO,162027,10683,1985,1985,4,8,3,3,3,,Y,S00,2,2096,2823,2096,1156,,727,566000
167283040000,1,,34.066973,-117.188695,1118,,,CALHOUN,ST,,REDLANDS,CA,923743011,SAN BERNARDINO,53060,6500,1952,1957,1,3,1,1,1,,,,1,575,575,575,575,,400,224600
172421280000,1,,34.043219,-117.207992,124,,,CHANNING,ST,,REDLANDS,CA,923734863,SAN BERNARDINO,104288,10000,1977,1977,4,8,3,2.5,2,1,Y,00S,2,2220,2940,2220,1158,,720,554900
168071400000,1,,34.078209,-117.151038,1642,,,PENNY,LN,,REDLANDS,CA,923745706,SAN BERNARDINO,193189,14322,2017,2018,4,10,4,3.5,3,1,Y,S00,,3152,3854,3152,3152,,,739700
173371070000,1,,34.053295,-117.158495,1321,,E,PALM,AVE,,REDLANDS,CA,923745432,SAN BERNARDINO,70648,8100,1963,1963,4,7,2,2,2,,,,1,1755,2202,1755,1755,,447,464000
168611060000,1,,34.067381,-117.146697,1118,,N,DEARBORN,ST,,REDLANDS,CA,923743962,SAN BERNARDINO,117794,7600,1986,1986,4,8,3,3,3,,,,2,1870,2510,1895,1012,,640,461700
173365040000,1,,34.054343,-117.159835,704,,,HEMLOCK,CT,,REDLANDS,CA,923745416,SAN BERNARDINO,115279,8100,1963,1963,4,7,2,2,2,,,,1,1755,2202,1755,1755,,447,465100
1212371280000,1,,34.067645,-117.169184,1118,,,OCCIDENTAL,DR,,REDLANDS,CA,923743662,SAN BERNARDINO,25764,8500,1966,1966,3,5,2,1.5,1,1,,,1,1307,1769,1307,1307,,462,367600
1212051230000,1,,34.082628,-117.165509,1135,,,ALEXIS,LN,,REDLANDS,CA,923741841,SAN BERNARDINO,127456,6970,2004,2004,4,8,3,2.5,2,1,,,2,2681,3153,2681,1209,,472,509300
167811550000,1,,34.071083,-117.174421,650,,,CHURCH,PL,6,REDLANDS,CA,923742466,SAN BERNARDINO,69000,936,1985,1985,2,4,2,2,2,,,,1,936,1440,936,936,,504,250700
171313090000,1,,34.050586,-117.185647,433,,W,OLIVE,AVE,,REDLANDS,CA,923735163,SAN BERNARDINO,52123,11840,1905,1936,4,10,2,1,2,,,,2,2948,3148,2948,1406,200,572,634500
169021120000,1,,34.069832,-117.192859,821,,W,LUGONIA,AVE,,REDLANDS,CA,923742006,SAN BERNARDINO,41616,15444,1938,1940,3,6,1,1,1,,,,1,1409,1589,1409,1048,180,616,348100
176331140000,1,VAV,34.032397,-117.151482,1530,,,PAMELA,CRES,,REDLANDS,CA,923736422,SAN BERNARDINO,121519,10725,1963,1964,1,8,2,2,2,,Y,1,1,2458,2899,2458,2458,,441,642100
174621100000,1,VFA,34.037764,-117.148504,770,,,CONCORD,LN,,REDLANDS,CA,923746438,SAN BERNARDINO,140520,13600,1991,1990,5,9,4,3.5,3,1,,,2,3402,3989,3402,1868,,587,958000
168661520000,1,,34.068435,-117.142111,1227,,,VIA FLORENCE,,,REDLANDS,CA,923743990,SAN BERNARDINO,86034,7840,1987,1987,4,9,3,2.5,2,1,,,2,1832,2305,1832,920,,473,407300
1212451430000,1,,34.079199,-117.157365,1707,,,CAMDEN,CT,,REDLANDS,CA,923744756,SAN BERNARDINO,141752,8328,2017,2017,4,10,4,3.5,3,1,,,2,3091,3884,3091,1613,,,635200
172181200000,1,,34.042404,-117.194482,336,,S,SAN MATEO,ST,,REDLANDS,CA,923735033,SAN BERNARDINO,15386,11560,1963,1963,4,8,2,2,2,,Y,1,1,1956,2439,1956,1494,,483,468100
176232020000,1,,34.028154,-117.147294,1616,,,PALO VERDE,DR,,REDLANDS,CA,923737356,SAN BERNARDINO,130005,16261,1960,1961,3,6,2,2,2,,,,1,2220,2708,2220,1631,,488,188500
1212271150000,1,,34.072818,-117.16915,1423,,,KINGSWOOD,DR,,REDLANDS,CA,923742628,SAN BERNARDINO,31567,8100,1980,1980,3,6,2,2,2,,,,1,1293,1799,1293,1293,,506,351100
300401080000,1,,34.02254,-117.138194,30540,,,PALO ALTO,DR,,REDLANDS,CA,923737485,SAN BERNARDINO,130930,28600,1970,1970,3,9,2,2,2,,,,1,2349,2349,2349,1902,,576,803900
176371050000,1,VGO,34.032098,-117.139847,657,,,GOLDEN WEST,DR,,REDLANDS,CA,923736415,SAN BERNARDINO,80948,27930,1964,1965,4,8,3,2.5,2,1,,,1,2272,2713,2291,2176,,441,583500
168651780000,1,,34.068424,-117.143581,1222,,,VIA PALERMO,,,REDLANDS,CA,923743981,SAN BERNARDINO,61928,5200,1989,1989,3,6,3,2.5,2,1,,,2,1640,2079,1640,804,,439,406500
175192120000,1,,34.028227,-117.174868,1505,,,KINCAID,ST,,REDLANDS,CA,923736933,SAN BERNARDINO,152009,156816,1946,1946,3,6,2,2,2,,,,1,2044,2044,2044,2044,,736,885700
167781260000,1,,34.083915,-117.181345,110,,,HUBBARD,CT,,REDLANDS,CA,923741735,SAN BERNARDINO,43004,8496,1987,1987,3,7,3,2.5,2,1,Y,1,2,1802,2421,1802,934,,619,430600
171089090000,1,,34.056129,-117.174608,708,,E,STATE,ST,,REDLANDS,CA,923743519,SAN BERNARDINO,99687,4601,2006,2007,3,6,2,1.75,2,,,,1,1610,2084,1610,1610,,474,446300
174302060000,1,,34.035499,-117.165615,1427,,,HENRIETTA,ST,,REDLANDS,CA,923737029,SAN BERNARDINO,73001,14100,1962,1970,4,8,2,2,2,,Y,1,1,2551,2971,2542,2279,,420,668000
167781560000,1,,34.08196,-117.181594,27,,,WATERS,CT,,REDLANDS,CA,923741762,SAN BERNARDINO,103000,4791,1986,1986,3,5,2,2,2,,,,1,1184,1669,1184,1184,,485,364500
176243020000,1,,34.027783,-117.152381,422,,,JORDAN,DR,,REDLANDS,CA,923737140,SAN BERNARDINO,17563,22752,1957,1958,3,6,2,2,2,,,,1,1612,2184,1612,1612,,572,482000
300215710000,1,VGO,34.021114,-117.111583,31775,,,FLORIDA,ST,,REDLANDS,CA,923737563,SAN BERNARDINO,8351,36722,1975,1975,3,6,2,2,2,,Y,1,1,1555,1555,2339,1555,,480,411000
175341050000,1,,34.034416,-117.175825,1326,,,ELIZABETH,ST,,REDLANDS,CA,923737015,SAN BERNARDINO,147812,14520,1963,1964,3,7,3,2,2,1,Y,1,1,2189,2569,2198,1928,,380,723600
299251370000,1,VGO,34.042277,-117.129474,11675,,,WALNUT,ST,,REDLANDS,CA,923747706,SAN BERNARDINO,340885,109771,2004,2004,4,11,5,4.5,4,1,Y,00S,1,4378,5281,4378,4378,,903,1308000
294252030000,1,VFA,34.011951,-117.165335,610,,,CREEKSIDE,DR,,REDLANDS,CA,923736980,SAN BERNARDINO,286526,55321,2004,2004,5,11,5,3,4,1,Y,00S,2,4099,4825,4099,2692,,726,1106700
300511170000,1,VGO,34.017506,-117.136821,30617,,E,SUNSET,DR,,REDLANDS,CA,923737368,SAN BERNARDINO,131398,19602,1984,1984,7,14,7,5.5,6,1,Y,00S,2,4500,5144,4500,2700,,644,1056100
173451420000,1,,34.053027,-117.152758,141,,,CORAL,CT,,REDLANDS,CA,923745456,SAN BERNARDINO,68355,11359,1985,1985,2,6,2,2,2,,,,1,1325,1785,1325,1325,,460,398300
176073410000,1,,34.026208,-117.161873,1689,,,DWIGHT,ST,,REDLANDS,CA,923737229,SAN BERNARDINO,187272,21156,1956,1956,2,5,2,2,2,,,,1,1694,2168,1701,1694,,474,501400
167891220000,1,,34.085253,-117.185866,2050,,,COLORADO,ST,,REDLANDS,CA,923741649,SAN BERNARDINO,153002,8238,2008,2008,5,10,5,3.5,4,1,,,2,3439,3989,3376,1581,,550,645700
